NOM_LIEU,DEP,COMMUNE,CODE_INSEE,CODE_POSTAL,RAYONNEMENT,GPE_800M,GPE_STATION,GPE_LIGNE,CARTO_BIB,BIB_RECENT2000,BIB_OUV_DIM,BIB_SURFM2,BIB_GESTION,BIB_CODE_OBS_LIVRE,CARTO_CINEMA,CINE_TYPE,CINE_NBRE_ECRAN,CARTO_MUSEE,MUSEE_TYPE,CENTRE_INTERPRETATION,CARTO_EXPO,EXPO_TYPE,EXPO_TRAM,CARTO_PATRIMOINE,MAISON_ILLUSTRES,CARTO_SPECTACLE,SPECT_TYPE,RES_G20_T,RES_ACTES_IF,CARTO_ENSEIGNEMENT,ENS_SUP_CULTURE,CARTO_PRATIQUES_AMATEURS,PRATIQUES_AMATEURS,CARTO_FREQ,FREQ_2013,ARCHIVES,N_VOIE,C_SUF1,C_SUF2,C_SUF3,C_DESI,C_LIAISON,L_VOIE,N_SQ_EP,C_NIV1,C_NIV2,C_NIV3,COORD_X,COORD_Y
Musﾂe Fragonard Ecole Vﾂtﾂrinaire,94,Maisons-Alfort,94046,94700,2,Non,,,,,,,,,,,,Oui,MN MF,,,,,,,,,,,,,,,Oui,8242,,7, ,,,AV,,GENERAL DE GAULLE,943001751,13,133,13311,"657571,2287","6857159,735"
Musﾂe Franﾇais de la Carte ﾅ Jouer,92,Issy-les-Moulineaux,92040,92130,2,Non,,,,,,,,,,,,Oui,MF,,,,,,,,,,,,,,,Oui,23383,,16, ,,,RUE,,AUGUSTE GERVAIS,923001383,13,133,13311,"646660,4163","6858305,815"
Musﾂe Franﾇais de la Photographie,91,Biﾊvres,91064,91570,3,Non,,,,,,,,,,,,,MF,photographie,,photographie,,,,,,,,,,,,Oui,38291,,78,,,,RUE,DE,PARIS,910000140,13,133,13311,"643207,1036","6851876,002"
Musﾂe Grevin,75,Paris 9e Arrondissement,75109,75009,1,Non,,,,,,,,,,,,Oui,SANS,,,,,,,,,,,,,,,Oui,756124,,10, ,,,BD,,MONTMARTRE,752003606,13,133,13311,"651732,7276","6863735,964"
Musﾂe Hendjisky Ecoles de Paris,75,Paris 15e Arrondissement,75115,75015,3,Non,,,,,,,,,,,,Oui,SANS,,,,,,,,,,,,,,,,,,15,,,,SQ,,VERGENNES,753002035,13,133,13311,"648774,2658","6860104,848"
Musﾂe Horticole,93,Montreuil,93048,93100,3,Non,,,,,,,,,,,,Oui,SANS,,,,,,,,,,,,,,,,,,4, ,,,RUE,DU,JARDIN ECOLE,933006078,13,133,13311,"660373,1031","6862242,03"
Musﾂe Jacquemart - Andrﾂ,75,Paris 8e Arrondissement,75108,75008,1,Non,,,,,,,,,,,,Oui,SANS,,,arts plastiques,,,,,,,,,,,,Oui,391311,,158, ,,,BD,,HAUSSMANN,752003596,13,133,13311,"649454,9524","6864136,368"
Musﾂe Jean-Jacques Rousseau,95,Montmorency,95428,95160,3,Non,,,,,,,,,,,,Oui,MF,,,,,,,,,,,,,,,Oui,3186,,5,,,,RUE,,JEAN-JACQUES ROUSSEAU,950000085,13,133,13311,"650346,2581","6876564,624"
Musﾂe Lambinet,78,Versailles,78646,78000,3,Non,,,,,,,,,,,,Oui,MF,,,,,,,,,,,,,,,,,,54,,,,BD,DE LA,REINE,780000007,13,133,13311,"636150,9735","6856898,194"
Musﾂe Maillol - Fondation Dina Vierny,75,Paris 7e Arrondissement,75107,75007,2,Non,,,,,,,,,,,,Oui,SANS,,,,,,,,,,,,,,,,,,61, ,,,RUE,,GRENELLE,752003584,13,133,13311,"650466,0575","6861851,292"
Musﾂe Marmottan - Claude Monet,75,Paris 16e Arrondissement,75116,75016,2,Non,,,,,,,,,,,,Oui,SANS,,,,,,,,,,,,,,,,,,2, ,,,RUE,,LOUIS BOILLY,752003637,13,133,13311,"646241,181","6862379,967"
Musﾂe Michel Bourlet,95,Deuil-la-Barre,95197,95170,3,Non,,,,,,,,,,,,Oui,SANS,,,,,,,,,,,,,,,,,,,,,,RUE,,JEAN BOUIN,950000078,13,133,13311,"650485,6382","6874474,791"
Musﾂe municipal,78,Saint-Germain-en-Laye,78551,78100,0,Non,,,,,,,,,,,,Oui,MF,,,,,,,,,,,,,,,Oui,2176,,9,,,,RUE,,HENRI IV,780000086,13,133,13311,"633809,0981","6866640,094"
Musﾂe Municipal Antoine Bourdelle,75,Paris 15e Arrondissement,75115,75015,3,Non,,,,,,,,,,,,Oui,MF,,,musﾂe,,,,,,,,,,,,Oui,66603,,18, , , ,RUE, ,ANTOINE BOURDELLE,752003620,13,133,13311,"649989,766","6860541,007"
Musﾂe Municipal Cernuschi,75,Paris 8e Arrondissement,75108,75008,2,Non,,,,,,,,,,,,Oui,MF,,,musﾂe,,,,,,,,,,,,Oui,75937,,7, ,,,AV,,VELASQUEZ,752003600,13,133,13311,"649575,2307","6864621,533"
Musﾂe Municipal Cognacq-Jay,75,Paris 3e Arrondissement,75103,75003,2,Non,,,,,,,,,,,,Oui,MF,,,musﾂe,,,,,,,,,,,,Oui,51384,,8, ,,,RUE,,ELZEVIR,752003526,13,133,13311,"653150,4921","6862207,856"
Musﾂe municipal d'Argenteuil,95,Argenteuil,95018,95100,0,Non,,,,,,,,,,,,Oui,MF,,,,,,,,,,,,,,,,,,5,,,,RUE,,PIERRE GUIENNE,950000026,13,133,13311,"645548,1657","6871805,326"
Musﾂe Municipal d'art et d'histoire de Colombes,92,Colombes,92025,92700,3,Non,,,,,,,,,,,,Oui,MF,,,,,,,,,,,,,,,Oui,7164,,2, ,,,RUE,,GABRIEL PERI,923000988,13,133,13311,"644929,867","6869438,016"
Musﾂe Municipal d'Art Moderne de la Ville de Paris,75,Paris 16e Arrondissement,75116,75016,1,Non,,,,,,,,,,,,Oui,MF,,,arts plastiques,1,,,,,,,,,,,Oui,695376,,11, ,,,AV,,PRESIDENT WILSON,752003643,13,133,13311,"648467,7027","6862977,409"
Musﾂe Municipal de la Maison de Balzac,75,Paris 16e Arrondissement,75116,75016,3,Non,,,,,,,,,,,,Oui,MF,,,,,Oui,Oui,,,,,,,,,Oui,44038,,47, ,,,RUE,,RAYNOUARD,752003644,13,133,13311,"647244,4633","6861934,647"
Musﾂe Municipal de la Maison de Victor Hugo,75,Paris 4e Arrondissement,75104,75004,1,Non,,,,,,,,,,,,Oui,MF,,,musﾂe,,Oui,Oui,,,,,,,,,Oui,160158,,6, ,,,PL,,VOSGES,752003544,13,133,13311,"653489,6807","6861829,184"
Musﾂe Municipal de la Mode et du Costume (Palais Galliera),75,Paris 16e Arrondissement,75116,75016,1,Non,,,,,,,,,,,,,MF,mode,,mode,,,,,,,,,,,,Oui,328557,,10, ,,,AV,,PIERRE IER DE SERBIE,753002039,13,133,13311,"648396,7148","6863112,183"
Musﾂe Municipal de la Vie Romantique,75,Paris 9e Arrondissement,75109,75009,3,Non,,,,,,,,,,,,Oui,MF,,,musﾂe,,,,,,,,,,,,Oui,75667,,16, ,,,RUE,,CHAPTAL,752003603,13,133,13311,"651116,9442","6864784,049"
Musﾂe Municipal Jean Moulin - Memorial du Marechal Leclerc de Hauteclocque,75,Paris 15e Arrondissement,75115,75015,3,Non,,,,,,,,,,,,Oui,MF,,,musﾂe,,,,,,,,,,,,Oui,18693,,23, ,,,ALL,,DEUXIEME DIVISION BLINDEE,753003361,13,133,13311,"650066,9303","6860282,477"
Musﾂe municipal Josﾊphe Jcquiot,91,Montgeron,91241,91230,3,Non,,,,,,,,,,,,Oui,SANS,,,,,,,,,,,,,,,,,,64,,,,AV,DE LA,REPUBLIQUE,910000013,13,133,13311,"660011,5345","6845272,413"
Musﾂe municipal Robert Dubois Corneau,91,Brunoy,91114,91800,3,Non,,,,,,,,,,,,Oui,MF,,,,,,,,,,,,,,,Oui,3201,,16,,,,RUE,DU,REVEILLON,910000075,13,133,13311,"663222,7435","6844576,121"
Musﾂe Municipal Zadkine,75,Paris 6e Arrondissement,75106,75006,3,Non,,,,,,,,,,,,Oui,MF,,,,,,,,,,,,,,,Oui,40324,,100,,,,RUE,,ASSAS,752003560,13,133,13311,"651119,5681","6860545,15"
Musﾂe National de la Lﾂgion d'Honneur,75,Paris 7e Arrondissement,75107,75007,3,Non,,,,,,,,,,,,Oui,MN,,,,,,,,,,,,,,,Oui,49531,,2,,,,RUE,DE LA,LEGION D'HONNEUR,753002008,13,133,13311,"650456,7899","6862461,15"
Musﾂe National de la Renaissance,95,Ecouen,95205,95440,1,Non,,,,,,,,,,,,Oui,MN MF,,,musﾂe,,,,,,,,,,,,Oui,57001,,,,,,RUE,,JEAN BULLANT,950000060,13,101,13311,"654676,7019","6879901,581"
Musﾂe National de l'Orangerie,75,Paris 1er Arrondissement,75101,75001,1,Non,,,,,,,,,,,,Oui,MN MF,,,arts plastiques,,,,,,,,,,,,Oui,909635,,60, ,,,QU,,TUILERIES,752003521,13,133,13311,"650259,7704","6862839,375"
Musﾂe National de Port-Royal des Champs,78,Magny-les-Hameaux,78356,78470,1,Non,,,,,,,,,,,,Oui,MN MF,,,,,,,,,,,,,,,Oui,19498,,,,,,ROUTE,,GRANGES,780000057,13,133,13311,"627911,2996","6850130,492"
Musﾂe National d'Ennery,75,Paris 16e Arrondissement,75116,75016,3,Non,,,,,,,,,,,,Oui,MN MF,,,,,,,,,,,,,,,Oui,2040,,59, ,,,AV,,FOCH,752003632,13,133,13311,"647290,0319","6863768,081"
Musﾂe National des Arts Asiatiques Guimet,75,Paris 16e Arrondissement,75116,75016,1,Non,,,,,,,,,,,,Oui,MN MF,,,arts plastiques,,,,,,,,,,,,Oui,388622,,19, , , ,AV,D',IENA,752003635,13,133,13311,"648185,1759","6863014,078"
Musﾂe National d'Orsay,75,Paris 7e Arrondissement,75107,75007,1,Non,,,,,,,,,,,,Oui,MN MF,,,arts plastiques,,,,,,,,,,,,Oui,3467321,,62, ,,,RUE,,LILLE,752003587,13,133,13311,"650544,4499","6862401,771"
Musﾂe National du Chﾃteau de fontainebleau,77,Montceaux-lﾊs-Meaux,77186,77300,1,Non,,,,,,,,,,,,Oui,MN MF,,,,,,,,,,,,,,,Oui,453872,,,,,,PL,DU,GENERAL DE GAULLE,770000086,13,133,13311,"677540,6247","6811434,798"
Musﾂe National du chﾃteau de Malmaison et du chﾃteau de Bois-Prﾂau,92,Rueil-Malmaison,92063,92500,1,Non,,,,,,,,,,,,Oui,MN MF,,,musﾂe,,,,,,,,,,,,Oui,71022,,, ,,,AV,DU,CHﾶTEAU DE MALMAISON,923005432,13,133,13311,"639045,8396","6863851,694"
Musﾂe National du Louvre,75,Paris 1er Arrondissement,75101,75001,1,Non,,,,,,,,,,,,Oui,MN MF,,,,,,,,,,,,,,,Oui,9134267,,93, ,,,RUE,,RIVOLI,752004390,13,133,13311,"651284,8573","6862684,577"
Musﾂe National du Moyen-Age et des Thermes de Cluny,75,Paris 5e Arrondissement,75105,75005,1,Non,,,,,,,,,,,,Oui,MN MF,,,arts plastiques,,,,,,,,,,,,Oui,300490,,6, ,,,PL,,PAUL PAINLEVE,752003555,13,133,13311,"651856,6896","6861343,353"
Musﾂe National Ernest Hebert,75,Paris 6e Arrondissement,75106,75006,2,Non,,,,,,,,,,,,Oui,MN MF,,,,,,,,,,,,,,,,,,85, ,,,RUE,,CHERCHE-MIDI,752003563,13,133,13311,"650295,0212","6861033,796"
Musﾂe National Eugﾊne Delacroix,75,Paris 6e Arrondissement,75106,75006,2,Non,,,,,,,,,,,,Oui,MN MF,,,,,,,,,,,,,,,Oui,64408,,6, ,,,RUE,,FURSTEMBERG,752003568,13,133,13311,"651252,145","6861805,76"
Musﾂe National Gustave Moreau,75,Paris 9e Arrondissement,75109,75009,2,Non,,,,,,,,,,,,Oui,MN MF,,,,,Oui,Oui,,,,,,,,,Oui,22375,,14, ,,,RUE,,LA ROCHEFOUCAULD,752003605,13,133,13311,"651184,1741","6864415,816"
Musﾂe National Rodin,75,Paris 7e Arrondissement,75107,75007,1,Non,,,,,,,,,,,,Oui,MN MF,,,,,,,,,,,,,,,Oui,706666,,77, ,,,RUE,,VARENNE,752004414,13,133,13311,"649804,5898","6861921,047"
Musﾂe Nationale des Chﾃteaux de Versailles et de Trianon,78,Versailles,78646,78000,1,Non,,,,,,,,,,,,Oui,MN MF,,,,,,,,,,,,,,,Oui,7567008,,,,,,PL,,ARMES,780000006,13,133,13311,"635642,7351","6856273,276"
Musﾂe Nissim de Camondo,75,Paris 8e Arrondissement,75108,75008,2,Non,,,,,,,,,,,,Oui,MN MF,,,,,,,,,,,,,,,Oui,51961,,63, ,,,RUE,,MONCEAU,752003597,13,133,13311,"649604,5729","6864534,196"
Musﾂe Paul Belmondo,92,Boulogne-Billancourt,92012,92100,3,Non,,,,,,,,,,,,Oui,MF,,,,,,,,,,,,,,,Oui,8581,,14,,,,RUE,DE L',ABREUVOIR,923005949,13,133,13311,"643691,2","6861095,9"
Musﾂe Picasso,75,Paris 3e Arrondissement,75103,75003,1,Non,,,,,,,,,,,,Oui,MN MF,,,,,,,,,,,,,,,Oui,800000,,5, ,,,RUE,,THORIGNY,752003530,13,133,13311,"653228,6878","6862363,166"
Musﾂe Promenade de Marly le Roi,78,Louveciennes,78350,78430,3,Non,,,,,,,,,,,,Oui,MF,,,,,,,,,,,,,,,Oui,10311,,,,,,,,GRILLE ROYALE,780000077,13,133,13311,"634444,3135","6862481,39"
Musﾂe Rambolitrain,78,Sonchamp,78601,78120,2,Non,,,,,,,,,,,,Oui,MF,,,,,,,,,,,,,,,Oui,17956,,4,,,,PL,,JEANNE D'ARC,780000074,13,133,13311,"613352,2849","6839076,863"
Musﾂe Renault,92,Boulogne-Billancourt,92012,92100,3,Non,,,,,,,,,,,,Oui,SANS,,,,,,,,,,,,,,,,,,27, ,,,RUE,,ABONDANCES,923000619,13,133,13311,"643483,6217","6860845,051"
Musﾂe Rodin Villa des Brillants,92,Meudon,92048,92190,2,Non,,,,,,,,,,,,Oui,MN MF,,,,,Oui,Oui,,,,,,,,,Oui,16790,,19, ,,,AV,,AUGUSTE RODIN,923001839,13,133,13311,"645095,105","6857331,026"
Musﾂe Tavet-Delacour,95,Pontoise,95500,95300,2,Non,,,,,,,,,,,,Oui,MF,,,,,,,,,,,,,,,Oui,6336,,4,,,,RUE,,LEMERCIER,950000083,13,133,13311,"634201,3925","6883833,644"
Musﾂe Valentin-Hauy,75,Paris 7e Arrondissement,75107,75007,3,Non,,,,,,,,,,,,Oui,SANS,,,,,,,,,,,,,,,,,,5, ,,,RUE,,DUROC,752003581,13,133,13311,"649656,7695","6861075,507"
Musﾂe-jardin Paul Landowski,92,Boulogne-Billancourt,92012,92100,3,Non,,,,,,,,,,,,Oui,MF,,,,,,,,,,,,,,,,,,14, ,,,RUE,,MAX BLONDAT,923000617,13,133,13311,"644731,6291","6860739,006"
Museum National d'Histoire Naturelle Grande Galerie de l'evolution,75,Paris 5e Arrondissement,75105,75005,1,Non,,,,,,,,,,,,Oui,MN MF,sciences,Oui,sciences,,,,,,,,,,,,Oui,1040005,,36, ,,,RUE,,GEOFFROY SAINT-HILAIRE,752003550,13,133,13311,"652717,7249","6860417,332"
Musique en Mouvement,75,Paris 14e Arrondissement,75114,75014,3,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,11,,,,36, , , ,RUE, ,GASSENDI,753000744,13,132,13211,"650524,5133","6859532,684"
Musiques Tangentes Chaville,92,Chaville,92022,92370,3,Non,,,,,,,,,,,,,,,,,,,,,,,,Oui,14,Oui,11,,,,40,,,,RUE,DE LA,PASSERELLE,923006089,13,132,13211,"640885,4","6857212,1"
Musiques Tangentes Malakoff,92,Malakoff,92046,92240,3,Non,,,,,,,,,,,,,,,,,,,,,,,,Oui,14,Oui,11,,,,15,,,,RUE,,SALVADOR ALLENDE,923006093,13,132,13211,"648882,1",6858080
Naturoscope,92,Puteaux,92062,92800,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,15011,,, ,,,ALL,,GEORGES HASSOUX,923006082,24,241,24112,"644924,8945","6864914,262"
Nef du Grand Palais,75,Paris 8e Arrondissement,75108,75008,1,Non,,,,,,,,,,,,,,,Oui,autres,,,,,,,,,,,,,,,3, , , ,AV, ,WINSTON CHURCHILL,753000024,13,133,13321,"649572,3779","6863116,67"
New Morning,75,Paris 10e Arrondissement,75110,75010,2,Non,,,,,,,,,,,,,,,,,,,,Oui,autre,,,,,,,,,,7, ,,,RUE,,PETITES ECURIES,752003978,13,133,13313,"652582,846","6863859,934"
Newco Dﾂco-Atelier Arts et Crﾂations,75,Paris 18e Arrondissement,75118,75018,3,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,13,,,,20, , , ,RUE, ,CORTOT,753000103,13,134,13413,"651604,5034","6865510,269"
Normandy,92,Vaucresson,92076,92420,3,Non,,,,,,,,,Oui,AE 2013,2,,,,,,,,,,,,,,,,,,,,72, ,,,BD,,REPUBLIQUE,923002897,13,136,13611,"638206,6554","6860090,119"
Nouveau CEC,91,Yerres,91691,91330,2,Non,,,,,,,,,,,,,,,,,,,,Oui,thﾂﾃtre de ville,,,,,,,,,,2,,,,RUE,,MARC SANGNIER,910000046,13,133,13313,"662489,6509","6846263,009"
Nouveau CEC,91,Yerres,91691,91330,3,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,14,,,,2,,,,RUE,,MARC SANGNIER,910000052,13,134,13414,"662489,6509","6846263,009"
Nouveau Thﾂatre de Montreuil Centre Dramatique National ,93,Montreuil,93048,93100,1,Non,,,,,,,,,,,,,,,,,,,,Oui,Scﾊne labﾂlisﾂe,,,,,,,,,,63, ,,,RUE,,VICTOR HUGO,933001905,13,133,13312,"658882,3192","6862582,042"
Nouvel Espace Culturel le Charentonneau (NECC),94,Maisons-Alfort,94046,94700,2,Non,,,,,,,,,,,,,,,,,,,,Oui,autre,,,,,,,,,,107, ,,,AV,,GAMBETTA,943006763,13,133,13313,"659150,3115","6856808,021"
NR'Gym - Danse,75,Paris 20e Arrondissement,75120,75020,3,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,11,,,,340, , , ,RUE,DES,PYRENEES,753000683,13,132,13211,"655175,1383","6863933,544"
Nu Pied - Danse,75,Paris 20e Arrondissement,75120,75020,3,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,11,,,,20, , , ,RUE, ,MONTE CRISTO,753000686,13,132,13211,"655819,0578","6861894,925"
Odﾂon Espace Jean-Roger Caussimon,93,Tremblay-en-France,93073,93290,2,Non,,,,,,,,,,,,,,,,,,,,Oui,autre,,,,,,,,,,1, ,,,PL,,BICENTENAIRE DE LA REVOLUTION FRANﾀAISE,933009015,13,133,13313,"668396,9308","6871780,31"
Odeon Thﾂﾃtre National de l'Europe,75,Paris 6e Arrondissement,75106,75006,1,Non,,,,,,,,,,,,,,,,,,,,Oui,Etablissement national,,,,,,,,,,2, ,,,RUE,,CORNEILLE,752003703,13,133,13312,"651490,3868","6861254,648"
One Step - Danse,75,Paris 11e Arrondissement,75111,75011,3,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,11,,,,18, , , ,RUE,DU,FAUBOURG DU TEMPLE,753000836,13,132,13211,"653499,3723","6863329,643"
opa,75,Paris 12e Arrondissement,75112,75012,3,Non,,,,,,,,,,,,,,,,,,,,Oui,autre,,,,,,,,,,9,,,,RUE,,BISCORNET,753002045,13,133,13312,"653747,9126","6861318,412"
Opﾂra Bastille,75,Paris 12e Arrondissement,75112,75012,1,Non,,,,,,,,,,,,,,,,,,,,Oui,autre,,,,,,,,,,120, ,,,RUE,,LYON,752003789,13,133,13320,"653778,9956","6861460,67"
Opera Gallery,75,Paris 1er Arrondissement,75101,75001,3,Non,,,,,,,,,,,,,,,Oui,autres,,,,,,,,,,,,,,,356, , , ,RUE, ,SAINT-HONORE,753001279,13,133,13321,"650763,4705","6863160,57"
Opera National de Paris Palais Garnier,75,Paris 9e Arrondissement,75109,75009,1,Non,,,,,,,,,,,,,,,,,,,,Oui,Etablissement national,,,,,,,,,,4, ,,,PL,,CHARLES GARNIER,753003340,13,133,13320,"650919,5478","6863742,032"
Opﾂra National de Paris Palais Garnier,75,Paris 9e Arrondissement,75109,75009,1,Non,,,,,,,,,,,,,,,,,,,,Oui,Etablissement national,,,,,,,,,,10, ,,,PL,,OPERA,752003745,13,133,13320,"650992,9618","6863700,458"
Opus 15,75,Paris 15e Arrondissement,75115,75015,3,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,11,,,,58, , , ,RUE,DES,BERGERS,753000750,13,132,13211,"647193,0842","6860486,395"
Ossuaire Franco-Allemand,94,Champigny-sur-Marne,94017,94500,3,Non,,,,,,,,,,,,Oui,,mﾂmoire,,,,,,,,,,,,,,,,,47, ,,,RUE,DU,MONUMENT,943005919,24,241,24111,"664949,0986","6856931,347"
Palais de la Culture,92,Puteaux,92062,92800,3,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,14,,,,19, ,,,RUE,,CHANTECOQ,923002323,13,134,13414,"644074,6208","6865078,929"
Palais de la Danse,92,Puteaux,92062,92800,3,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,11,,,,10, ,,,RUE,,CARTAULT,923004926,13,132,13211,"643640,3372","6864974,114"
Palais de la Dﾂcouverte,75,Paris 8e Arrondissement,75108,75008,1,Non,,,,,,,,,,,,Oui,,sciences,Oui,sciences,,,,,,,,,,,,Oui,530824,,2, ,,,AV,,FRANKLIN D. ROOSEVELT,752003595,13,133,13311,"649425,6282","6863128,538"
Palais de Tokyo,75,Paris 16e Arrondissement,75116,75016,1,Non,,,,,,,,,,,,,,,Oui,centre d'art,1,,,,,,,,,,,Oui,723259,,13, ,,,AV,,PRESIDENT WILSON,752003642,13,133,13321,"648467,703","6862977,449"
Palais des Congrﾊs,75,Paris 17e Arrondissement,75117,75017,1,Non,,,,,,,,,,,,,,,,,,,,Oui,autre,,,,,,,,,,2, ,,,PL,,PORTE MAILLOT,752004075,13,133,13313,"647472,8961","6864524,846"
Palais des Fﾈtes,93,Romainville,93063,93230,3,Non,,,,,,,,,,,,,,,,,,,,Oui,autre,,,,,,,,,,28, ,,,AV,,PAUL VAILLANT COUTURIER,933002346,13,133,13313,"658453,8033","6865157,935"
Palais des Sports,75,Paris 15e Arrondissement,75115,75015,1,Non,,,,,,,,,,,,,,,,,,,,Oui,autre,,,,,,,,,,1, ,,,PL,,PORTE DE VERSAILLES,752004070,13,133,13313,"647621,7928","6859444,687"
Palais Omnisports Paris-Bercy,75,Paris 12e Arrondissement,75112,75012,1,Non,,,,,,,,,,,,,,,,,,,,Oui,autre,,,,,,,,,,8, ,,,BD,,BERCY,752004032,13,133,13313,"654352,6935","6860059,933"
Palmyre Saint-Honorﾂ,75,Paris 8e Arrondissement,75108,75008,3,Non,,,,,,,,,,,,,,,Oui,autres,,,,,,,,,,,,,,,71, , , ,RUE,DU,FAUBOURG SAINT-HONORE,753001227,13,133,13321,"649754,802","6863709,04"
Pan Piper,75,Paris 11e Arrondissement,75111,75011,3,Non,,,,,,,,,,,,,,,,,,,,Oui,autre,,,,,,,,,,2,,,,IMP,,LAMIER,753002061,13,133,13313,"655149,3486","6862177,33"
Panthﾂon,75,Paris 5e Arrondissement,75105,75005,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,728116,,25, ,X,,PL,,PANTHEON,751000838,24,241,24112,"652029,5543","6860925,272"
Parc Dﾂpartemental de la Roseraie,94,L'Hay-les-Roses,94038,94240,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,24775,,1, ,,,RUE, ,ALBERT WATEL,943006064,15,151,15112,"651126,228","6853278,375"
Parc Dﾂpartemental du Mont Valerien,92,Suresnes,92073,92150,1,Non,,,,,,,,,,,,,,mﾂmoire,,,,,,,,,,,,,,,,,, ,,,RTE,DES,FUSILLES DE LA RESISTANCE,923005422,15,151,15112,"642559,6391","6864371,755"
Parc Zoologique de Paris (Zoo de Vincennes),75,Paris 12e Arrondissement,75112,75012,1,Non,,,,,,,,,,,,Oui,,sciences,Oui,sciences,,,,,,,,,,,,Oui,1400000,,53, , , ,AV,DE,SAINT-MAURICE,752004423,13,135,13511,"657424,6613","6859006,896"
Paris American Academy,75,Paris 5e Arrondissement,75105,75005,,Non,,,,,,,,,,,,,,,,,,,,,,,,Oui,22,,,,,,277, , ,,RUE,,SAINT-JACQUES,751007481,10,103,10315,"651650,5835","6860323,877"
Paris Concret,75,Paris 11e Arrondissement,75111,75011,3,Non,,,,,,,,,,,,,,,Oui,autres,,,,,,,,,,,,,,,5, , , ,RUE,DES,IMMEUBLES INDUSTRIELS,753001347,13,133,13321,"655434,9813","6861205,689"
Paris Mambo - Danse,75,Paris 20e Arrondissement,75120,75020,3,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,11,,,,94, , , ,RUE,DES,PYRENEES,753000687,13,132,13211,"656376,5569","6861862,792"
Paris Menkes - Danse,75,Paris 3e Arrondissement,75103,75003,3,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,11,,,,12, , , ,RUE, ,RAMBUTEAU,753000641,13,132,13211,"652748,662","6862461,966"
Paris Sport Club - Danse,75,Paris 20e Arrondissement,75120,75020,3,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,11,,,,23, , , ,RUE,DES,BALKANS,753000684,13,132,13211,"656431,3847","6862535,802"
Paris Sport Club - Danse,75,Paris 20e Arrondissement,75120,75020,3,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,11,,,,47, , , ,RUE, ,OLIVIER METRA,753000685,13,132,13211,"655498,3184","6863919,415"
Paris-Ateliers: site  Musﾂe Carnavalet,75,Paris 3e Arrondissement,75103,75003,3,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,13,,,,16, ,,,RUE,DES,FRANCS-BOURGEOIS,752004311,13,134,13411,"653231,9703","6862078,307"
Paris-Ateliers: site Armaille,75,Paris 17e Arrondissement,75117,75017,3,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,13,,,,13, ,,,RUE,,ARMAILLE,752004354,13,134,13411,"648049,0644","6864429,35"
Paris-Ateliers: site Arquebusiers,75,Paris 3e Arrondissement,75103,75003,3,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,13,,,,2,t,,,RUE,,ARQUEBUSIERS,752004310,13,134,13411,"653544,9878","6862331,232"
Paris-Ateliers: site Aubervilliers,75,Paris 19e Arrondissement,75119,75019,3,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,13,,,,80, ,,,RUE,,AUBERVILLIERS,752004359,13,134,13411,"653657,1586","6865609,381"
Paris-Ateliers: site Beauharnais,75,Paris 17e Arrondissement,75111,75011,3,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,13,,,,10, ,,,CITE,,BEAUHARNAIS,752004356,13,134,13411,"655223,0449","6861680,388"
Paris-Ateliers: site Beaux Arts,75,Paris 6e Arrondissement,75106,75006,3,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,13,,,,5, ,,,RUE,,BEAUX-ARTS,752004324,13,134,13411,"651276,6458","6862011,045"
Paris-Ateliers: Site Blomet,75,Paris 15e Arrondissement,75115,75015,3,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,13,,,,49, ,,,RUE,,BLOMET,752004348,13,134,13411,"649000,0266","6860483,355"
Paris-Ateliers: site Cﾂlestins,75,Paris 4e Arrondissement,75104,75004,3,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,13,,,,16, , , ,QU,DES,CELESTINS,752004312,13,134,13411,"653118,9732","6861546,369"
Paris-Ateliers: site Couronnes,75,Paris 20e Arrondissement,75120,75020,3,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,13,,,,66, ,,,RUE,,COURONNES,752004363,13,134,13411,"654909,4979","6863522,517"
